k,energy,band_localization,special_points
0.6607,-34.3195,1.30866E-06,
0.669,-34.3205,1.31816E-06,
0.6774,-34.3225,1.32516E-06,
0.6857,-34.3235,1.32916E-06,
0.694,-34.3255,1.33006E-06,
0.7024,-34.3275,1.32666E-06,
0.7107,-34.3295,1.31766E-06,
0.719,-34.3305,1.30066E-06,
0.7274,-34.3325,1.26736E-06,
0.7357,-34.3345,1.19705E-06,
0.744,-34.3365,9.83324E-07,
0.7524,-34.3385,7.60795E-07,
0.7607,-34.3415,1.00953E-06,
0.769,-34.3435,1.12154E-06,
0.7774,-34.3455,1.19035E-06,
0.7857,-34.3485,1.24635E-06,
0.794,-34.3505,1.29446E-06,
0.8024,-34.3535,1.33986E-06,
0.8107,-34.3555,1.38297E-06,
0.819,-34.3575,1.42457E-06,
0.8274,-34.3605,1.46568E-06,
0.8357,-34.3625,1.50478E-06,
0.844,-34.3645,1.54248E-06,
0.8524,-34.3665,1.57799E-06,
0.8607,-34.3675,1.61089E-06,
0.869,-34.3695,1.64089E-06,
0.8774,-34.3705,1.66679E-06,
0.8857,-34.3715,1.68709E-06,
0.894,-34.3725,1.70209E-06,
0.9024,-34.3725,1.71039E-06,
0.9107,-34.3735,1.71339E-06,
0.919,-34.3725,1.71119E-06,
0.9274,-34.3725,1.70549E-06,
0.9357,-34.3715,1.69869E-06,
0.944,-34.3715,1.69059E-06,
0.9524,-34.3695,1.6847E-06,
0.9607,-34.3685,1.6796E-06,
0.969,-34.3675,1.6761E-06,
0.9774,-34.3655,1.6748E-06,
0.9857,-34.3645,1.6742E-06,
0.994,-34.3625,1.6737E-06,
1.0024,-34.3605,1.6728E-06,
1.0107,-34.3595,1.6719E-06,
1.019,-34.3575,1.669E-06,
1.0274,-34.3555,1.6635E-06,
1.0357,-34.3535,1.6554E-06,
1.044,-34.3515,1.6435E-06,
1.0524,-34.3495,1.6283E-06,
1.0607,-34.3475,1.60739E-06,
1.069,-34.3465,1.58059E-06,
1.0774,-34.3445,1.53789E-06,
1.0857,-34.3425,1.6207E-06,
1.094,-34.3415,1.72161E-06,
1.1024,-34.3395,1.79281E-06,
1.1107,-34.3385,1.86682E-06,
1.119,-34.3365,1.94883E-06,
1.1274,-34.3355,2.03823E-06,
1.1357,-34.3345,2.13614E-06,
1.144,-34.3325,2.24415E-06,
1.1524,-34.3315,2.36116E-06,
1.1607,-34.3295,2.48777E-06,
1.169,-34.3285,2.62538E-06,
1.1774,-34.3265,2.77129E-06,
1.1857,-34.3245,2.92591E-06,
1.194,-34.3235,3.08762E-06,
1.2024,-34.3215,3.25533E-06,
1.2107,-34.3195,3.42594E-06,
1.219,-34.3175,3.59686E-06,
1.2274,-34.3155,3.76487E-06,
1.2357,-34.3135,3.92588E-06,
1.244,-34.3115,4.07409E-06,
1.2524,-34.3085,4.2073E-06,
1.2607,-34.3065,4.31951E-06,
1.269,-34.3035,4.40621E-06,
1.2774,-34.3015,4.46421E-06,
1.2857,-34.2985,4.49031E-06,
1.294,-34.2955,4.48241E-06,
1.3024,-34.2925,4.43961E-06,
1.3107,-34.2895,4.3642E-06,
1.319,-34.2865,4.25569E-06,
1.3274,-34.2825,4.11847E-06,
1.3357,-34.2795,3.95506E-06,
1.344,-34.2765,3.76954E-06,
1.3524,-34.2725,3.56652E-06,
1.3607,-34.2695,3.3505E-06,
1.369,-34.2655,3.12418E-06,
1.3774,-34.2625,2.89356E-06,
1.3857,-34.2585,2.66104E-06,
1.394,-34.2555,2.43022E-06,
1.4024,-34.2515,2.2029E-06,
1.4107,-34.2485,1.98248E-06,
1.419,-34.2455,1.77116E-06,
1.4274,-34.2415,1.56954E-06,
1.4357,-34.2385,1.37933E-06,
1.444,-34.2355,1.20071E-06,
1.4524,-34.2325,1.0357E-06,
1.4607,-34.2305,8.83881E-07,
1.469,-34.2275,7.45569E-07,
1.4774,-34.2255,6.20357E-07,
1.4857,-34.2225,5.08647E-07,
1.494,-34.2205,4.09338E-07,
1.5024,-34.2195,3.2303E-07,
1.5107,-34.2175,2.48923E-07,
1.519,-34.2155,1.84817E-07,
1.5274,-34.2145,1.32612E-07,
1.5357,-34.2135,9.01083E-08,
1.544,-34.2125,5.65052E-08,
1.5524,-34.2115,3.16029E-08,
1.5607,-34.2115,1.50014E-08,
1.569,-34.2105,5.20048E-09,
1.5774,-34.2105,2.40022E-09,
,,,
,,,
0,-34.2105,2.40022E-09,
0.0082,-34.2105,5.20048E-09,
0.0165,-34.2115,1.46013E-08,
0.0247,-34.2115,3.18029E-08,
0.033,-34.2125,5.87054E-08,
0.0412,-34.2135,9.51088E-08,
0.0495,-34.2145,1.42213E-07,
0.0577,-34.2155,2.01619E-07,
0.066,-34.2175,2.72925E-07,
0.0742,-34.2185,3.57233E-07,
0.0825,-34.2205,4.56142E-07,
0.0907,-34.2225,5.69052E-07,
0.099,-34.2245,6.97464E-07,
0.1072,-34.2265,8.39977E-07,
0.1155,-34.2295,9.97392E-07,
0.1237,-34.2315,1.16861E-06,
0.132,-34.2345,1.35302E-06,
0.1402,-34.2375,1.54944E-06,
0.1485,-34.2405,1.75586E-06,
0.1567,-34.2435,1.97118E-06,
0.165,-34.2465,2.1922E-06,
0.1732,-34.2495,2.41522E-06,
0.1815,-34.2525,2.63684E-06,
0.1897,-34.2555,2.85306E-06,
0.1979,-34.2585,3.05968E-06,
0.2062,-34.2615,3.2511E-06,
0.2144,-34.2655,3.42222E-06,
0.2227,-34.2685,3.56793E-06,
0.2309,-34.2715,3.68364E-06,
0.2392,-34.2735,3.76405E-06,
0.2474,-34.2765,3.80726E-06,
0.2557,-34.2795,3.80976E-06,
0.2639,-34.2825,3.77136E-06,
0.2722,-34.2845,3.69375E-06,
0.2804,-34.2865,3.57834E-06,
0.2887,-34.2885,3.43013E-06,
0.2969,-34.2905,3.25401E-06,
0.3052,-34.2925,3.0567E-06,
0.3134,-34.2945,2.84438E-06,
0.3217,-34.2965,2.62356E-06,
0.3299,-34.2975,2.40104E-06,
0.3382,-34.2985,2.18262E-06,
0.3464,-34.3005,1.9725E-06,
0.3547,-34.3015,1.77468E-06,
0.3629,-34.3025,1.59276E-06,
0.3712,-34.3035,1.42875E-06,
0.3794,-34.3045,1.28294E-06,
0.3877,-34.3045,1.15712E-06,
0.3959,-34.3055,1.05131E-06,
0.4041,-34.3065,9.64205E-07,
0.4124,-34.3065,8.95098E-07,
0.4206,-34.3075,8.42993E-07,
0.4289,-34.3075,8.0609E-07,
0.4371,-34.3085,7.83788E-07,
0.4454,-34.3085,7.72088E-07,
0.4536,-34.3095,7.71588E-07,
0.4619,-34.3095,7.8009E-07,
0.4701,-34.3095,7.95893E-07,
0.4784,-34.3095,8.17096E-07,
0.4866,-34.3105,8.42299E-07,
0.4949,-34.3105,8.71003E-07,
0.5031,-34.3105,9.01408E-07,
0.5114,-34.3105,9.32912E-07,
0.5196,-34.3105,9.63316E-07,
0.5279,-34.3105,9.9422E-07,
0.5361,-34.3115,1.02352E-06,
0.5444,-34.3115,1.05053E-06,
0.5526,-34.3115,1.07603E-06,
0.5609,-34.3115,1.09913E-06,
0.5691,-34.3115,1.11824E-06,
0.5774,-34.3115,1.13554E-06,
0.5857,-34.3115,1.11684E-06,
0.594,-34.3115,1.09983E-06,
0.6024,-34.3115,1.08343E-06,
0.6107,-34.3125,1.06953E-06,
0.619,-34.3125,1.05673E-06,
0.6274,-34.3135,1.04713E-06,
0.6357,-34.3145,1.03953E-06,
0.644,-34.3155,1.03493E-06,
0.6524,-34.3165,1.03333E-06,
0.6607,-34.3175,1.03493E-06,
0.669,-34.3185,1.03983E-06,
0.6774,-34.3205,1.04823E-06,
0.6857,-34.3225,1.06113E-06,
0.694,-34.3235,1.07833E-06,
0.7024,-34.3255,1.10064E-06,
0.7107,-34.3275,1.12984E-06,
0.719,-34.3295,1.16815E-06,
0.7274,-34.3315,1.22235E-06,
0.7357,-34.3345,1.31546E-06,
0.744,-34.3365,1.55229E-06,
0.7524,-34.3385,1.79863E-06,
0.7607,-34.3405,1.574E-06,
0.769,-34.3425,1.48769E-06,
0.7774,-34.3445,1.44349E-06,
0.7857,-34.3455,1.41489E-06,
0.794,-34.3475,1.39248E-06,
0.8024,-34.3495,1.37488E-06,
0.8107,-34.3505,1.35928E-06,
0.819,-34.3525,1.34498E-06,
0.8274,-34.3535,1.33258E-06,
0.8357,-34.3545,1.32128E-06,
0.844,-34.3555,1.31168E-06,
0.8524,-34.3565,1.30278E-06,
0.8607,-34.3575,1.29538E-06,
0.869,-34.3585,1.28868E-06,
0.8774,-34.3585,1.28388E-06,
0.8857,-34.3595,1.27898E-06,
0.894,-34.3595,1.27598E-06,
0.9024,-34.3595,1.27478E-06,
0.9107,-34.3595,1.27398E-06,
0.919,-34.3595,1.27478E-06,
0.9274,-34.3595,1.27578E-06,
0.9357,-34.3595,1.27938E-06,
0.944,-34.3595,1.28408E-06,
0.9524,-34.3585,1.28998E-06,
0.9607,-34.3575,1.29668E-06,
0.969,-34.3575,1.30518E-06,
0.9774,-34.3565,1.31538E-06,
0.9857,-34.3555,1.32708E-06,
0.994,-34.3545,1.34088E-06,
1.0024,-34.3535,1.35648E-06,
1.0107,-34.3525,1.37458E-06,
1.019,-34.3515,1.39439E-06,
1.0274,-34.3505,1.41779E-06,
1.0357,-34.3495,1.44449E-06,
1.044,-34.3485,1.47389E-06,
1.0524,-34.3475,1.50839E-06,
1.0607,-34.3465,1.5463E-06,
1.069,-34.3445,1.5918E-06,
1.0774,-34.3435,1.6533E-06,
1.0857,-34.3425,1.59089E-06,
1.094,-34.3405,1.51168E-06,
1.1024,-34.3385,1.46537E-06,
1.1107,-34.3365,1.42057E-06,
1.119,-34.3345,1.37326E-06,
1.1274,-34.3325,1.32355E-06,
1.1357,-34.3305,1.27285E-06,
1.144,-34.3285,1.22154E-06,
1.1524,-34.3265,1.17033E-06,
1.1607,-34.3245,1.11983E-06,
1.169,-34.3225,1.07152E-06,
1.1774,-34.3205,1.02591E-06,
1.1857,-34.3185,9.84008E-07,
1.194,-34.3165,9.46303E-07,
1.2024,-34.3145,9.13598E-07,
1.2107,-34.3125,8.87495E-07,
1.219,-34.3105,8.66391E-07,
1.2274,-34.3085,8.51389E-07,
1.2357,-34.3065,8.42087E-07,
1.244,-34.3035,8.38285E-07,
1.2524,-34.3015,8.39985E-07,
1.2607,-34.2995,8.45384E-07,
1.269,-34.2965,8.54184E-07,
1.2774,-34.2945,8.64884E-07,
1.2857,-34.2915,8.75985E-07,
1.294,-34.2885,8.87285E-07,
1.3024,-34.2855,8.97085E-07,
1.3107,-34.2835,9.03785E-07,
1.319,-34.2805,9.08085E-07,
1.3274,-34.2775,9.07385E-07,
1.3357,-34.2745,9.02584E-07,
1.344,-34.2715,8.92883E-07,
1.3524,-34.2685,8.77681E-07,
1.3607,-34.2645,8.57779E-07,
1.369,-34.2615,8.33176E-07,
1.3774,-34.2585,8.04374E-07,
1.3857,-34.2555,7.71771E-07,
1.394,-34.2525,7.35367E-07,
1.4024,-34.2495,6.96664E-07,
1.4107,-34.2465,6.5526E-07,
1.419,-34.2435,6.12256E-07,
1.4274,-34.2405,5.67952E-07,
1.4357,-34.2375,5.22948E-07,
1.444,-34.2345,4.78044E-07,
1.4524,-34.2315,4.3304E-07,
1.4607,-34.2295,3.88536E-07,
1.469,-34.2275,3.45032E-07,
1.4774,-34.2245,3.02428E-07,
1.4857,-34.2225,2.62124E-07,
1.494,-34.2205,2.2312E-07,
1.5024,-34.2185,1.86217E-07,
1.5107,-34.2175,1.52014E-07,
1.519,-34.2155,1.19911E-07,
1.5274,-34.2145,9.17084E-08,
1.5357,-34.2135,6.61061E-08,
1.544,-34.2125,4.43041E-08,
1.5524,-34.2115,2.66025E-08,
1.5607,-34.2115,1.34012E-08,
1.569,-34.2105,5.00046E-09,
1.5774,-34.2105,2.40022E-09,
,,,
,,,
0,-14.9955,0.98924,
0.0082,-14.9955,0.989254,
0.0165,-14.9935,0.98927,
0.0247,-14.9895,0.989288,
0.033,-14.9855,0.989308,
0.0412,-14.9785,0.98933,
0.0495,-14.9715,0.989355,
0.0577,-14.9615,0.989382,
0.066,-14.9515,0.989411,
0.0742,-14.9395,0.989443,
0.0825,-14.9265,0.989478,
0.0907,-14.9115,0.989516,
0.099,-14.8955,0.989558,
0.1072,-14.8785,0.989602,
0.1155,-14.8595,0.98965,
0.1237,-14.8395,0.989702,
0.132,-14.8185,0.989757,
0.1402,-14.7965,0.989817,
0.1485,-14.7725,0.989882,
0.1567,-14.7475,0.989951,
0.165,-14.7215,0.990025,
0.1732,-14.6945,0.990104,
0.1815,-14.6655,0.990189,
0.1897,-14.6365,0.99028,
0.1979,-14.6065,0.990377,
0.2062,-14.5745,0.99048,
0.2144,-14.5425,0.99059,
0.2227,-14.5095,0.990706,
0.2309,-14.4745,0.99083,
0.2392,-14.4395,0.990962,
0.2474,-14.4045,0.991101,
0.2557,-14.3675,0.991248,
0.2639,-14.3305,0.991404,
0.2722,-14.2925,0.991568,
0.2804,-14.2545,0.99174,
0.2887,-14.2155,0.991921,
0.2969,-14.1755,0.992111,
0.3052,-14.1365,0.992309,
0.3134,-14.0965,0.992516,
0.3217,-14.0555,0.992733,
0.3299,-14.0155,0.992957,
0.3382,-13.9745,0.99319,
0.3464,-13.9345,0.993431,
0.3547,-13.8935,0.99368,
0.3629,-13.8535,0.993936,
0.3712,-13.8135,0.994198,
0.3794,-13.7735,0.994466,
0.3877,-13.7345,0.994739,
0.3959,-13.6955,0.995016,
0.4041,-13.6575,0.995296,
0.4124,-13.6205,0.995577,
0.4206,-13.5835,0.995858,
0.4289,-13.5485,0.996137,
0.4371,-13.5135,0.996413,
0.4454,-13.4805,0.996683,
0.4536,-13.4485,0.996947,
0.4619,-13.4175,0.997201,
0.4701,-13.3885,0.997445,
0.4784,-13.3615,0.997676,
0.4866,-13.3355,0.997893,
0.4949,-13.3115,0.998093,
0.5031,-13.2895,0.998276,
0.5114,-13.2695,0.998441,
0.5196,-13.2515,0.998587,
0.5279,-13.2365,0.998713,
0.5361,-13.2225,0.998818,
0.5444,-13.2115,0.998904,
0.5526,-13.2025,0.998968,
0.5609,-13.1965,0.999013,
0.5691,-13.1925,0.999036,
0.5774,-13.1905,0.999039,
0.5857,-13.1915,0.999034,
0.594,-13.1905,0.999032,
0.6024,-13.1895,0.999032,
0.6107,-13.1885,0.999034,
0.619,-13.1865,0.999038,
0.6274,-13.1835,0.999045,
0.6357,-13.1795,0.999055,
0.644,-13.1755,0.999066,
0.6524,-13.1715,0.99908,
0.6607,-13.1665,0.999096,
0.669,-13.1605,0.999114,
0.6774,-13.1545,0.999134,
0.6857,-13.1475,0.999157,
0.694,-13.1405,0.999181,
0.7024,-13.1325,0.999207,
0.7107,-13.1245,0.999234,
0.719,-13.1165,0.999264,
0.7274,-13.1075,0.999294,
0.7357,-13.0985,0.999326,
0.744,-13.0895,0.999359,
0.7524,-13.0795,0.999393,
0.7607,-13.0705,0.999428,
0.769,-13.0605,0.999463,
0.7774,-13.0515,0.999499,
0.7857,-13.0415,0.999534,
0.794,-13.0325,0.99957,
0.8024,-13.0235,0.999605,
0.8107,-13.0145,0.999639,
0.819,-13.0055,0.999672,
0.8274,-12.9975,0.999704,
0.8357,-12.9895,0.999734,
0.844,-12.9825,0.999763,
0.8524,-12.9755,0.999789,
0.8607,-12.9695,0.999813,
0.869,-12.9645,0.999834,
0.8774,-12.9595,0.999852,
0.8857,-12.9565,0.999866,
0.894,-12.9535,0.999877,
0.9024,-12.9515,0.999884,
0.9107,-12.9515,0.999886,
0.919,-12.9515,0.999884,
0.9274,-12.9535,0.999876,
0.9357,-12.9565,0.999862,
0.944,-12.9615,0.999842,
0.9524,-12.9675,0.999815,
0.9607,-12.9745,0.999779,
0.969,-12.9825,0.999735,
0.9774,-12.9935,0.999681,
0.9857,-13.0045,0.999616,
0.994,-13.0185,0.999539,
1.0024,-13.0325,0.999451,
1.0107,-13.0495,0.999348,
1.019,-13.0675,0.999232,
1.0274,-13.0865,0.999102,
1.0357,-13.1085,0.998956,
1.044,-13.1305,0.998796,
1.0524,-13.1555,0.998621,
1.0607,-13.1805,0.998432,
1.069,-13.2075,0.998229,
1.0774,-13.2365,0.998013,
1.0857,-13.2665,0.997785,
1.094,-13.2975,0.997546,
1.1024,-13.3295,0.997298,
1.1107,-13.3635,0.997042,
1.119,-13.3985,0.996779,
1.1274,-13.4335,0.996511,
1.1357,-13.4705,0.996239,
1.144,-13.5075,0.995964,
1.1524,-13.5465,0.995689,
1.1607,-13.5855,0.995413,
1.169,-13.6245,0.99514,
1.1774,-13.6645,0.994868,
1.1857,-13.7055,0.994601,
1.194,-13.7465,0.994337,
1.2024,-13.7875,0.994079,
1.2107,-13.8295,0.993827,
1.219,-13.8705,0.993582,
1.2274,-13.9125,0.993343,
1.2357,-13.9545,0.993112,
1.244,-13.9955,0.992889,
1.2524,-14.0375,0.992673,
1.2607,-14.0785,0.992466,
1.269,-14.1195,0.992266,
1.2774,-14.1595,0.992075,
1.2857,-14.2005,0.991892,
1.294,-14.2395,0.991718,
1.3024,-14.2785,0.991551,
1.3107,-14.3175,0.991392,
1.319,-14.3555,0.991241,
1.3274,-14.3925,0.991098,
1.3357,-14.4295,0.990961,
1.344,-14.4645,0.990833,
1.3524,-14.4995,0.990711,
1.3607,-14.5335,0.990596,
1.369,-14.5665,0.990487,
1.3774,-14.5985,0.990385,
1.3857,-14.6295,0.990289,
1.394,-14.6595,0.990198,
1.4024,-14.6885,0.990114,
1.4107,-14.7155,0.990034,
1.419,-14.7425,0.98996,
1.4274,-14.7675,0.98989,
1.4357,-14.7915,0.989825,
1.444,-14.8145,0.989765,
1.4524,-14.8365,0.989708,
1.4607,-14.8565,0.989656,
1.469,-14.8755,0.989607,
1.4774,-14.8935,0.989562,
1.4857,-14.9095,0.989521,
1.494,-14.9245,0.989482,
1.5024,-14.9385,0.989446,
1.5107,-14.9505,0.989414,
1.519,-14.9615,0.989384,
1.5274,-14.9705,0.989356,
1.5357,-14.9785,0.989331,
1.544,-14.9845,0.989308,
1.5524,-14.9895,0.989288,
1.5607,-14.9935,0.98927,
1.569,-14.9955,0.989254,
1.5774,-14.9955,0.98924,
,,,
,,,
0,-14.9955,0.98924,
0.0082,-14.9945,0.989229,
0.0165,-14.9925,0.989219,
0.0247,-14.9885,0.989212,
0.033,-14.9835,0.989207,
0.0412,-14.9775,0.989204,
0.0495,-14.9695,0.989203,
0.0577,-14.9595,0.989205,
0.066,-14.9485,0.98921,
0.0742,-14.9365,0.989217,
0.0825,-14.9225,0.989228,
0.0907,-14.9075,0.989241,
0.099,-14.8915,0.989258,
0.1072,-14.8735,0.989278,
0.1155,-14.8555,0.989302,
0.1237,-14.8345,0.98933,
0.132,-14.8135,0.989362,
0.1402,-14.7905,0.989398,
0.1485,-14.7665,0.98944,
0.1567,-14.7415,0.989486,
0.165,-14.7145,0.989538,
0.1732,-14.6875,0.989596,
0.1815,-14.6585,0.989659,
0.1897,-14.6295,0.989729,
0.1979,-14.5985,0.989806,
0.2062,-14.5665,0.989889,
0.2144,-14.5345,0.98998,
0.2227,-14.5005,0.990079,
0.2309,-14.4665,0.990186,
0.2392,-14.4315,0.990301,
0.2474,-14.3955,0.990425,
0.2557,-14.3585,0.990558,
0.2639,-14.3205,0.9907,
0.2722,-14.2825,0.990852,
0.2804,-14.2445,0.991014,
0.2887,-14.2055,0.991186,
0.2969,-14.1655,0.991368,
0.3052,-14.1255,0.991561,
0.3134,-14.0855,0.991765,
0.3217,-14.0455,0.99198,
0.3299,-14.0045,0.992205,
0.3382,-13.9645,0.992441,
0.3464,-13.9235,0.992687,
0.3547,-13.8835,0.992943,
0.3629,-13.8425,0.993209,
0.3712,-13.8025,0.993485,
0.3794,-13.7625,0.993769,
0.3877,-13.7235,0.994061,
0.3959,-13.6855,0.99436,
0.4041,-13.6475,0.994664,
0.4124,-13.6095,0.994972,
0.4206,-13.5735,0.995283,
0.4289,-13.5385,0.995595,
0.4371,-13.5035,0.995905,
0.4454,-13.4705,0.996213,
0.4536,-13.4395,0.996514,
0.4619,-13.4085,0.996808,
0.4701,-13.3805,0.997091,
0.4784,-13.3535,0.997361,
0.4866,-13.3285,0.997617,
0.4949,-13.3045,0.997854,
0.5031,-13.2835,0.998073,
0.5114,-13.2635,0.998271,
0.5196,-13.2465,0.998446,
0.5279,-13.2315,0.9986,
0.5361,-13.2185,0.99873,
0.5444,-13.2085,0.998836,
0.5526,-13.2005,0.99892,
0.5609,-13.1945,0.998982,
0.5691,-13.1915,0.999021,
0.5774,-13.1905,0.999039,
0.5857,-13.1895,0.999047,
0.594,-13.1875,0.999056,
0.6024,-13.1855,0.999068,
0.6107,-13.1825,0.999082,
0.619,-13.1785,0.999099,
0.6274,-13.1745,0.999117,
0.6357,-13.1695,0.999137,
0.644,-13.1635,0.99916,
0.6524,-13.1575,0.999184,
0.6607,-13.1515,0.99921,
0.669,-13.1435,0.999238,
0.6774,-13.1365,0.999267,
0.6857,-13.1285,0.999297,
0.694,-13.1195,0.999329,
0.7024,-13.1105,0.999361,
0.7107,-13.1015,0.999395,
0.719,-13.0915,0.999429,
0.7274,-13.0825,0.999464,
0.7357,-13.0725,0.999498,
0.744,-13.0615,0.999533,
0.7524,-13.0515,0.999568,
0.7607,-13.0415,0.999602,
0.769,-13.0305,0.999636,
0.7774,-13.0205,0.999668,
0.7857,-13.0105,0.9997,
0.794,-13.0005,0.99973,
0.8024,-12.9905,0.999758,
0.8107,-12.9805,0.999785,
0.819,-12.9715,0.99981,
0.8274,-12.9625,0.999833,
0.8357,-12.9545,0.999854,
0.844,-12.9465,0.999873,
0.8524,-12.9395,0.999889,
0.8607,-12.9335,0.999903,
0.869,-12.9275,0.999916,
0.8774,-12.9235,0.999925,
0.8857,-12.9195,0.999933,
0.894,-12.9165,0.999939,
0.9024,-12.9155,0.999942,
0.9107,-12.9145,0.999944,
0.919,-12.9155,0.999942,
0.9274,-12.9175,0.999938,
0.9357,-12.9205,0.999931,
0.944,-12.9245,0.99992,
0.9524,-12.9305,0.999904,
0.9607,-12.9375,0.999883,
0.969,-12.9465,0.999855,
0.9774,-12.9575,0.999818,
0.9857,-12.9685,0.999772,
0.994,-12.9825,0.999714,
1.0024,-12.9975,0.999644,
1.0107,-13.0145,0.999558,
1.019,-13.0325,0.999455,
1.0274,-13.0525,0.999335,
1.0357,-13.0745,0.999196,
1.044,-13.0975,0.999038,
1.0524,-13.1225,0.99886,
1.0607,-13.1485,0.998662,
1.069,-13.1765,0.998445,
1.0774,-13.2055,0.99821,
1.0857,-13.2355,0.997959,
1.094,-13.2675,0.997692,
1.1024,-13.3015,0.997412,
1.1107,-13.3355,0.997121,
1.119,-13.3705,0.996821,
1.1274,-13.4075,0.996513,
1.1357,-13.4445,0.9962,
1.144,-13.4835,0.995884,
1.1524,-13.5225,0.995567,
1.1607,-13.5615,0.99525,
1.169,-13.6025,0.994935,
1.1774,-13.6435,0.994623,
1.1857,-13.6845,0.994317,
1.194,-13.7265,0.994016,
1.2024,-13.7685,0.993723,
1.2107,-13.8105,0.993437,
1.219,-13.8535,0.99316,
1.2274,-13.8955,0.992892,
1.2357,-13.9375,0.992634,
1.244,-13.9805,0.992387,
1.2524,-14.0225,0.99215,
1.2607,-14.0635,0.991923,
1.269,-14.1055,0.991707,
1.2774,-14.1465,0.991503,
1.2857,-14.1875,0.991309,
1.294,-14.2275,0.991126,
1.3024,-14.2675,0.990953,
1.3107,-14.3065,0.990791,
1.319,-14.3445,0.990639,
1.3274,-14.3825,0.990497,
1.3357,-14.4195,0.990365,
1.344,-14.4555,0.990242,
1.3524,-14.4905,0.990129,
1.3607,-14.5245,0.990024,
1.369,-14.5585,0.989927,
1.3774,-14.5905,0.989838,
1.3857,-14.6215,0.989757,
1.394,-14.6515,0.989683,
1.4024,-14.6815,0.989616,
1.4107,-14.7095,0.989555,
1.419,-14.7365,0.9895,
1.4274,-14.7615,0.989451,
1.4357,-14.7865,0.989408,
1.444,-14.8095,0.989369,
1.4524,-14.8315,0.989336,
1.4607,-14.8525,0.989307,
1.469,-14.8715,0.989282,
1.4774,-14.8895,0.989261,
1.4857,-14.9065,0.989243,
1.494,-14.9215,0.989229,
1.5024,-14.9355,0.989218,
1.5107,-14.9475,0.989211,
1.519,-14.9585,0.989206,
1.5274,-14.9685,0.989203,
1.5357,-14.9765,0.989204,
1.544,-14.9835,0.989206,
1.5524,-14.9885,0.989212,
1.5607,-14.9925,0.989219,
1.569,-14.9945,0.989228,
1.5774,-14.9955,0.98924,
,,,
,,,
0,-14.4355,0.0382733,
0.0082,-14.4345,0.0382771,
0.0165,-14.4325,0.0383224,
0.0247,-14.4295,0.0384094,
0.033,-14.4245,0.0385385,
0.0412,-14.4185,0.0387106,
0.0495,-14.4115,0.0389266,
0.0577,-14.4025,0.0391879,
0.066,-14.3915,0.0394962,
0.0742,-14.3805,0.0398535,
0.0825,-14.3675,0.0402624,
0.0907,-14.3525,0.0407255,
0.099,-14.3375,0.0412462,
0.1072,-14.3205,0.0418285,
0.1155,-14.3015,0.0424768,
0.1237,-14.2825,0.0431963,
0.132,-14.2615,0.0439928,
0.1402,-14.2395,0.0448732,
0.1485,-14.2165,0.0458455,
0.1567,-14.1915,0.0469186,
0.165,-14.1665,0.0481032,
0.1732,-14.1395,0.0494113,
0.1815,-14.1125,0.0508571,
0.1897,-14.0835,0.0524568,
0.1979,-14.0535,0.0542297,
0.2062,-14.0235,0.0561981,
0.2144,-13.9915,0.0583883,
0.2227,-13.9595,0.0608311,
0.2309,-13.9265,0.0635633,
0.2392,-13.8915,0.0666284,
0.2474,-13.8575,0.0700782,
0.2557,-13.8215,0.0739753,
0.2639,-13.7855,0.0783944,
0.2722,-13.7495,0.0834265,
0.2804,-13.7125,0.0891818,
0.2887,-13.6755,0.0957949,
0.2969,-13.6375,0.10343,
0.3052,-13.5995,0.11229,
0.3134,-13.5615,0.122622,
0.3217,-13.5235,0.134731,
0.3299,-13.4855,0.148988,
0.3382,-13.4475,0.165843,
0.3464,-13.4095,0.18583,
0.3547,-13.3725,0.209566,
0.3629,-13.3365,0.237732,
0.3712,-13.3005,0.271012,
0.3794,-13.2665,0.30999,
0.3877,-13.2325,0.354981,
0.3959,-13.2005,0.405799,
0.4041,-13.1705,0.551793,
0.4124,-13.1435,0.610276,
0.4206,-13.1185,0.665578,
0.4289,-13.0955,0.715858,
0.4371,-13.0735,0.760086,
0.4454,-13.0525,0.797999,
0.4536,-13.0335,0.829904,
0.4619,-13.0155,0.856426,
0.4701,-12.9995,0.878314,
0.4784,-12.9845,0.896312,
0.4866,-12.9705,0.911087,
0.4949,-12.9575,0.923212,
0.5031,-12.9455,0.933155,
0.5114,-12.9345,0.941293,
0.5196,-12.9255,0.947923,
0.5279,-12.9165,0.953279,
0.5361,-12.9095,0.957537,
0.5444,-12.9035,0.96083,
0.5526,-12.8985,0.963255,
0.5609,-12.8955,0.964876,
0.5691,-12.8925,0.965733,
0.5774,-12.8915,0.965839,
0.5857,-12.8915,0.965893,
0.594,-12.8915,0.966061,
0.6024,-12.8905,0.966341,
0.6107,-12.8895,0.966731,
0.619,-12.8875,0.967228,
0.6274,-12.8855,0.967827,
0.6357,-12.8835,0.968523,
0.644,-12.8805,0.96931,
0.6524,-12.8775,0.970182,
0.6607,-12.8735,0.971131,
0.669,-12.8695,0.972149,
0.6774,-12.8655,0.97323,
0.6857,-12.8605,0.974363,
0.694,-12.8555,0.975542,
0.7024,-12.8505,0.976757,
0.7107,-12.8455,0.978,
0.719,-12.8395,0.979263,
0.7274,-12.8345,0.980538,
0.7357,-12.8285,0.981816,
0.744,-12.8225,0.983092,
0.7524,-12.8165,0.984356,
0.7607,-12.8095,0.985604,
